[0.925254111135149,7.474588886485092e-2]
[0.8255309649206574,0.17446903507934267]
[0.8958953477008075,0.10410465229919247]
[0.846859522762486,0.15314047723751392]
[0.9786215300736701,2.1378469926329795e-2]
[0.8972403527388957,0.10275964726110443]
[0.8390171559628439,0.16098284403715604]
[0.21866835852335476,0.7813316414766452]
[0.11941111483362984,0.8805888851663702]
[0.1766008569005905,0.8233991430994095]
[0.11689787118730359,0.8831021288126965]
[2.3946128800746053e-2,0.9760538711992539]
[7.245943588096788e-2,0.9275405641190322]
[0.18851479492166975,0.8114852050783302]
[0.16127011156392848,0.8387298884360717]
[1.8533569794053746e-2,1.942346886113944e-2,0.24821782726607933,1.7658802566550842e-2,7.409067897556489e-2,8.499942615930137e-3,0.13669400793079273,0.32249462928365324,0.15438707270623575]
[1.4996485008557148e-2,1.5383978028693812e-2,0.3150176856404754,1.0042664432970265e-2,4.739447904790782e-2,4.05974482593236e-3,0.15122012367499446,5.65881038527745e-2,0.3852967354876942]
[1.060369368864257e-2,1.1056867063798213e-2,0.20826303968078413,7.168714605149194e-3,3.1590810776795396e-2,2.8988174119346437e-3,0.15757557528297414,3.239444064505514e-2,0.5384480408448665]
[3.0291698994093924e-3,3.202118778358156e-3,0.38854641533197637,2.502903262278207e-3,1.2509364183241077e-2,1.0381762702507662e-3,0.13421682617510353,1.6875093659764733e-2,0.4380799324396178]
[4.678651189128554e-3,4.891717296910828e-3,0.1534104199683866,3.6177238712409277e-3,1.5964455078990223e-2,1.4787254144475633e-3,0.19661863124779738,1.7923405455193223e-2,0.6014162704779047]
[6.394643772692514e-3,6.884004448463282e-3,0.14285367236287883,5.239657445795077e-3,2.1437397581092563e-2,2.2006391010076557e-3,0.3154766107817925,2.1243705040608626e-2,0.47826966946566896]
[5.460131019883453e-3,5.706588499744078e-3,0.19189774517628258,4.330054861794098e-3,1.9544294560090446e-2,1.7558340541030133e-3,0.2521700804980102,2.2461307665878817e-2,0.4966739636642133]
[7.006986108853341e-3,7.326768566450948e-3,0.17171312452213777,5.793924998285639e-3,2.4327612229981414e-2,2.3741637703310102e-3,0.3945937547470638,2.758358815477746e-2,0.3592800769021186]
[1.6789619324472142e-2,1.7681770763928194e-2,0.41167034887356874,1.2727637031711703e-2,7.634636010678536e-2,5.084176294702488e-3,0.1250135006435157,0.12525972038806174,0.2094268665732539]
[2.061240196210359e-3,2.2243720880528515e-3,9.776946900763842e-2,1.8004310517033453e-3,8.50218018294177e-3,7.305535697884831e-4,0.6192868012419416,9.261570081699325e-3,0.25836338258002384]
[8.260973177214848e-3,8.911821701463506e-3,0.13142769046447642,6.772495604890864e-3,2.634697429811422e-2,2.787164073708592e-3,0.41106945470108064,2.3604877907016084e-2,0.38081854807203475]
[2.136990938212137e-3,2.3133032900197145e-3,6.906875444872701e-2,2.024201944017063e-3,8.935801168228842e-3,8.414330212877789e-4,0.8032657082977346,1.0265962271442112e-2,0.10114784462033073]
[8.071063008243222e-3,8.590440522745359e-3,0.13135630357911154,6.417599243712955e-3,2.5244189965065462e-2,2.608501428913739e-3,0.3837012150070125,2.2903473497449724e-2,0.4111072137477455]
[3.6743599436797614e-3,3.9460471147573775e-3,8.715502239441864e-2,3.241421761929608e-3,1.3666227700279764e-2,1.324904005846447e-3,0.6820185499082833,1.4030774667754157e-2,0.1909426925030509]
[6.071141037328809e-3,6.585353602459562e-3,0.10047436014892173,5.725221131684883e-3,2.1944915961861267e-2,2.3934159827156644e-3,0.6617284776894368,2.2024377904450557e-2,0.17305273654114064]
[3.959972499337181e-3,4.248038750668841e-3,8.484001033135577e-2,3.531168088656813e-3,1.4509504282716851e-2,1.4458793007752842e-3,0.696523599528691,1.474621236250063e-2,0.17619561485529747]
[5.0588484958234235e-3,5.482039510252136e-3,0.10965685151645883,5.082980292676526e-3,2.0895809872011794e-2,2.138970873912943e-3,0.6923550068319072,2.41719705331489e-2,0.13515752207380832]
[1.811396452378083e-2,1.9064630129553107e-2,0.12186888574765131,1.7701523457481074e-2,8.524911938360955e-2,7.802213604034768e-3,6.804060174844906e-2,0.5873256132197352,7.483344818570513e-2]
[1.4213971758193727e-2,1.5282776801854803e-2,0.2834400122893348,1.3031618583468466e-2,8.444898668032257e-2,5.273685595290358e-3,0.11212265840124645,0.3436175516613734,0.12856873822891537]
[4.146188264188539e-3,4.591395562098347e-3,0.25197922920493726,3.6036019715190953e-3,1.9080017428354162e-2,1.4375683542642728e-3,0.28999748420732546,1.9039853210105005e-2,0.4061246617972079]
[3.6493446346710203e-3,4.008563006967771e-3,0.17223498693556466,3.379620863603664e-3,1.684857314743217e-2,1.374239690045821e-3,0.5615177365529725,1.7947217680689638e-2,0.21903971748805268]
[3.11545865925529e-2,3.137519210137969e-2,0.16178655997355879,2.7885568318309933e-2,0.11472678329409339,1.19671172898012e-2,0.10231326919092684,0.40750583773132937,0.1112850855080479]
[3.6074783795737924e-3,3.94361322712645e-3,0.14697927063877708,3.5855188425862436e-3,1.733085223833344e-2,1.4791345755753283e-3,0.6678383437302517,2.0875962180045043e-2,0.13435982618773087]
[1.1933499015956094e-3,1.3042129186943555e-3,3.8148506482159866e-2,1.1309043232332848e-3,5.176579045326245e-3,4.5975321418946887e-4,0.8897461961261268,5.436555046110695e-3,5.740394294256373e-2]
[4.262328899811087e-3,4.533228424291388e-3,0.4243995078421419,3.568710755092612e-3,1.9812752405069658e-2,1.3939471137852017e-3,0.21556130984540622,2.405871049227201e-2,0.3024095042221299]
[1.6117905131632383e-3,1.7387164396081266e-3,6.946259750468972e-2,1.475431958333686e-3,7.075905493240146e-3,5.921972400082852e-4,0.8087004947081258,7.762329616535e-3,0.10158053652629595]
[1.936123623739762e-3,2.1018639011461324e-3,0.5980532097554397,1.6549154965110329e-3,9.645801454449019e-3,6.492912919178288e-4,0.12433208658953906,1.0718099875365946e-2,0.2509086080118915]
